Player,Country,Date_of_birth,Hand,Total_wins,Wins_percent,AVG_rank,VAR_rank,Clay_wins,Clay_wins_percent,Grass_wins,Grass_wins_percent,Hard_wins,Hard_wins_percent,Carpet_wins,Carpet_wins_percent,International_nmatches,Grand Slam_nmatches,International Gold_nmatches,Masters_nmatches,ATP250_nmatches,ATP500_nmatches,Masters 1000_nmatches,Masters Cup_nmatches,International Gold_nwins,ATP250_nwins,ATP500_nwins,Grand Slam_nwins,International_nwins,Masters_nwins,Masters 1000_nwins,Masters Cup_nwins,flag_url
Fils A.,FRA,2004-06-12,R,53,56.98924731182796,51.634408602150536,1965.8648901355773,16,55.172413793103445,5,50,32,59.25925925925925,0,NA,NA,14,NA,NA,40,16,23,NA,0,26,11,7,0,0,9,0,https://flagcdn.com/w320/fr.png
Chidekh C.,FRA,2001-06-13,R,0,0,434,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/fr.png
Wu T.L.,TPE,1998-05-12,R,1,20,202,1983.5,0,NA,0,NA,1,20,0,NA,NA,NA,NA,NA,3,NA,2,NA,0,0,0,0,0,0,1,0,https://flagcdn.com/w320/tw.png
Pecotic M.,CRO,1989-07-03,L,1,50,784,0,0,NA,0,NA,1,50,0,NA,NA,NA,NA,NA,2,NA,NA,NA,0,1,0,0,0,0,0,0,https://flagcdn.com/w320/hr.png
Shelbayh A.,JOR,2003-11-16,L,2,20,242.3,462.23333333333335,1,25,0,0,1,25,0,NA,NA,NA,NA,NA,9,NA,1,NA,0,2,0,0,0,0,0,0,https://flagcdn.com/w320/jo.png
Fonseca J.,IND,1982-11-02,NA,6,42.857142857142854,369.7142857142857,51983.758241758245,5,45.45454545454545,0,0,1,50,0,NA,NA,2,NA,NA,5,5,2,NA,0,2,2,1,0,0,1,0,https://flagcdn.com/w320/in.png
Alves M.,POR,1989-03-12,R,0,0,556,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/pt.png
Pacheco Mendez R.,MEX,2005-04-25,L,0,0,863.25,67695.58333333333,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/mx.png
Berrettini J.,ITA,1998-11-27,R,0,0,842,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/it.png
Bonadio R.,ITA,1993-07-13,R,1,33.33333333333333,181.66666666666663,0.3333333333333333,1,33.33333333333333,0,NA,0,NA,0,NA,NA,NA,NA,NA,3,NA,NA,NA,0,1,0,0,0,0,0,0,https://flagcdn.com/w320/it.png
Varillas J.P.,PER,1995-10-06,R,16,41.02564102564102,93.92307692307692,775.2834008097166,12,44.44444444444444,0,0,4,36.36363636363637,0,NA,NA,7,NA,NA,26,3,3,NA,0,11,1,4,0,0,0,0,https://flagcdn.com/w320/pe.png
Meligeni Alves F.,BRA,1998-02-19,R,3,33.33333333333333,157.55555555555554,214.02777777777777,1,25,0,0,2,50,0,NA,NA,3,NA,NA,3,2,1,NA,0,1,1,1,0,0,0,0,https://flagcdn.com/w320/br.png
Rocha H.,POR,1985-02-08,NA,1,25,289.25,41870.25,1,25,0,NA,0,NA,0,NA,NA,NA,NA,NA,4,NA,NA,NA,0,1,0,0,0,0,0,0,https://flagcdn.com/w320/pt.png
Lalami Laaroussi Y.,MAR,2001-04-18,R,0,0,937,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/ma.png
Vacherot V.,MON,1998-11-16,R,0,0,186.75,12980.916666666666,0,0,0,NA,0,NA,0,NA,NA,1,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/mc.png
Gakhov I.,RUS,1996-11-04,L,1,25,247.75,3504.25,1,25,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,NA,2,NA,0,0,0,0,0,0,1,0,https://flagcdn.com/w320/ru.png
Rincon D.,MEX,1978-01-16,NA,0,0,452.3333333333333,115060.33333333331,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/mx.png
Rehberg M.,GER,1995-04-02,NA,0,0,695.5,95327,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/de.png
Marozsan F.,HUN,1999-10-08,R,36,50.70422535211267,63.563380281690144,531.82092555332,8,47.05882352941176,1,16.666666666666664,27,56.25,0,NA,NA,13,NA,NA,27,6,25,NA,0,12,1,6,0,0,17,0,https://flagcdn.com/w320/hu.png
Lopez San Martin A.,ESP,1997-06-02,R,0,0,550,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/es.png
Diaz Acosta F.,ARG,2000-12-15,L,21,47.72727272727273,95.72727272727272,6563.877378435518,16,57.14285714285714,0,0,5,33.33333333333333,0,NA,NA,7,NA,NA,26,7,4,NA,0,15,4,2,0,0,0,0,https://flagcdn.com/w320/ar.png
Tirante T.A.,ARG,2001-04-10,R,8,47.05882352941176,135.1764705882353,4463.779411764706,7,50,0,NA,1,33.33333333333333,0,NA,NA,3,NA,NA,14,NA,NA,NA,0,7,0,1,0,0,0,0,https://flagcdn.com/w320/ar.png
Mpetshi G.,NA,NA,NA,20,54.054054054054056,81.02702702702703,4091.415915915916,4,66.66666666666666,4,50,12,52.17391304347826,0,NA,NA,8,NA,NA,15,10,4,NA,0,9,7,3,0,0,1,0,https://flagcdn.com/w320/na.png
Olivieri G.,NA,NA,NA,2,66.66666666666666,231,0,2,66.66666666666666,0,NA,0,NA,0,NA,NA,3,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,0,0,https://flagcdn.com/w320/na.png
Tu L.,AUS,1996-05-27,R,2,18.181818181818183,208.1818181818182,976.1636363636364,0,NA,1,25,1,14.285714285714285,0,NA,NA,2,NA,NA,8,NA,1,NA,0,2,0,0,0,0,0,0,https://flagcdn.com/w320/au.png
Loffhagen G.,GBR,2001-04-19,R,0,0,369,8,0,NA,0,0,0,NA,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/gb.png
Choinski J.,GBR,1996-06-10,R,2,22.22222222222222,182.11111111111111,1378.861111111111,1,33.33333333333333,1,20,0,0,0,NA,NA,4,NA,NA,4,1,NA,NA,0,1,0,1,0,0,0,0,https://flagcdn.com/w320/gb.png
Borg L.,SWE,2003-05-15,R,1,14.285714285714285,715.2857142857143,404708.2380952381,1,33.33333333333333,0,NA,0,0,0,NA,NA,NA,NA,NA,7,NA,NA,NA,0,1,0,0,0,0,0,0,https://flagcdn.com/w320/se.png
Virtanen O.,FIN,2001-06-21,R,3,27.27272727272727,128.8181818181818,307.1636363636364,0,0,1,50,2,28.57142857142857,0,NA,NA,7,NA,NA,4,NA,NA,NA,0,1,0,2,0,0,0,0,https://flagcdn.com/w320/fi.png
Michelsen A.,USA,2004-08-25,R,43,53.75,75.775,1860.328481012658,3,33.33333333333333,9,56.25,31,56.36363636363636,0,NA,NA,13,NA,NA,46,8,13,NA,0,27,4,7,0,0,5,0,https://flagcdn.com/w320/us.png
Quinn E.,USA,2004-03-12,R,2,25,352.125,8324.125,0,NA,2,50,0,0,0,NA,NA,1,NA,NA,6,NA,1,NA,0,2,0,0,0,0,0,0,https://flagcdn.com/w320/us.png
Diallo G.,CAN,2001-09-24,R,9,39.130434782608695,127.78260869565216,948.1778656126482,0,0,0,0,9,45,0,NA,NA,6,NA,NA,13,NA,4,NA,0,5,0,3,0,0,1,0,https://flagcdn.com/w320/ca.png
Chung Y.,KOR,1998-03-27,R,0,0,374,5408,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/kr.png
Prizmic D.,CRO,2005-08-05,R,3,37.5,236.375,5106.553571428572,2,50,0,NA,1,25,0,NA,NA,1,NA,NA,6,1,NA,NA,0,3,0,0,0,0,0,0,https://flagcdn.com/w320/hr.png
Landaluce M.,ESP,2006-01-08,R,1,14.285714285714285,446.57142857142856,68714.28571428571,0,0,0,NA,1,33.33333333333333,0,NA,NA,1,NA,NA,1,1,4,NA,0,0,0,0,0,0,1,0,https://flagcdn.com/w320/es.png
Mansouri S.,TUN,1995-07-23,R,0,0,296,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/tn.png
Pannu K.,NZL,1997-01-07,R,0,0,669.3333333333334,6674.333333333333,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/nz.png
Kirchheimer S.,USA,1995-04-26,R,0,0,464,4608,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/us.png
Mensik J.,CZE,2005-09-01,NA,30,63.82978723404256,83.68085106382979,1633.4394079555966,5,71.42857142857143,2,33.33333333333333,23,67.64705882352942,0,NA,NA,12,NA,NA,20,5,10,NA,0,13,3,7,0,0,7,0,https://flagcdn.com/w320/cz.png
Moreno De Alboran N.,USA,1997-07-14,R,6,35.294117647058826,146.47058823529412,97.88970588235294,5,45.45454545454545,0,NA,1,16.666666666666664,0,NA,NA,2,NA,NA,13,NA,2,NA,0,6,0,0,0,0,0,0,https://flagcdn.com/w320/us.png
Mu T.,CHN,2000-04-28,R,0,0,573,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/cn.png
Cui J.,CHN,1998-01-24,R,0,0,583,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/cn.png
Sekulic P.,AUS,2003-09-05,R,1,33.33333333333333,316,243,0,NA,0,NA,1,33.33333333333333,0,NA,NA,NA,NA,NA,2,NA,1,NA,0,1,0,0,0,0,0,0,https://flagcdn.com/w320/au.png
Li Zh.,NA,NA,NA,0,0,602,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/na.png
Mo Y.,NA,NA,NA,0,0,668,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/na.png
Te R.,CHN,1997-10-09,R,0,0,489,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/cn.png
Yevseyev D.,KAZ,1993-05-22,R,1,25,196.75,2268.9166666666665,1,50,0,NA,0,0,0,NA,NA,NA,NA,NA,3,NA,1,NA,0,1,0,0,0,0,0,0,https://flagcdn.com/w320/kz.png
Zhukayev B.,KAZ,2000-10-12,R,2,28.57142857142857,258.7142857142857,2753.904761904762,0,NA,0,NA,2,28.57142857142857,0,NA,NA,NA,NA,NA,3,1,3,NA,0,1,0,0,0,0,1,0,https://flagcdn.com/w320/kz.png
Atmane T.,FRA,2002-01-09,L,3,25,145.83333333333334,156.87878787878788,1,33.33333333333333,0,NA,2,22.22222222222222,0,NA,NA,1,NA,NA,4,1,6,NA,0,0,0,0,0,0,3,0,https://flagcdn.com/w320/fr.png
Lajal M.,EST,2003-05-12,R,1,33.33333333333333,242.33333333333337,533.3333333333334,0,NA,0,0,1,50,0,NA,NA,1,NA,NA,2,NA,NA,NA,0,1,0,0,0,0,0,0,https://flagcdn.com/w320/ee.png
Friberg K.,SWE,1999-03-25,R,0,0,433,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/se.png
Hassan B.,LBN,1995-02-04,R,0,0,182,1766.6666666666667,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/lb.png
Martineau M.,FRA,1999-01-16,R,0,0,239,7200,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/fr.png
Valkusz M.,HUN,1998-08-13,R,1,25,250.25,2424.25,0,0,0,NA,1,33.33333333333333,0,NA,NA,1,NA,NA,3,NA,NA,NA,0,1,0,0,0,0,0,0,https://flagcdn.com/w320/hu.png
Harris B.,USA,1947-01-14,R,7,50,146.57142857142858,1348.7252747252746,0,NA,6,60,1,25,0,NA,NA,1,NA,NA,9,3,1,NA,0,5,2,0,0,0,0,0,https://flagcdn.com/w320/us.png
Walton A.,AUS,1999-04-17,R,3,17.647058823529413,108.82352941176472,813.9044117647059,0,0,2,50,1,8.333333333333332,0,NA,NA,6,NA,NA,9,1,1,NA,0,2,0,1,0,0,0,0,https://flagcdn.com/w320/au.png
Escoffier A.,FRA,1992-02-29,R,0,0,172,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/fr.png
Llamas Ruiz P.,ESP,2002-10-13,R,4,50,527.375,1052304.267857143,3,50,0,NA,1,50,0,NA,NA,NA,NA,NA,7,NA,1,NA,0,4,0,0,0,0,0,0,https://flagcdn.com/w320/es.png
Navone M.,ARG,2001-02-27,R,18,40.909090909090914,54.15909090909091,767.857822410148,14,58.333333333333336,0,0,4,23.52941176470588,0,NA,NA,6,NA,NA,22,9,7,NA,0,10,5,2,0,0,1,0,https://flagcdn.com/w320/ar.png
Burruchaga R.,NA,NA,NA,1,25,160.75,151.58333333333334,1,25,0,NA,0,NA,0,NA,NA,1,NA,NA,3,NA,NA,NA,0,1,0,0,0,0,0,0,https://flagcdn.com/w320/na.png
Neff A.,USA,2001-05-30,R,0,0,829,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/us.png
Comesana F.,ARG,2000-10-06,R,4,30.76923076923077,109.3076923076923,165.73076923076923,0,0,2,66.66666666666666,2,33.33333333333333,0,NA,NA,7,NA,NA,5,1,NA,NA,0,0,0,4,0,0,0,0,https://flagcdn.com/w320/ar.png
Hong S.,NA,NA,NA,2,40,244.6,16524.8,0,NA,0,NA,2,40,0,NA,NA,NA,NA,NA,1,3,1,NA,0,0,2,0,0,0,0,0,https://flagcdn.com/w320/na.png
Blanch D.,USA,2003-03-05,R,0,0,637,450,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/us.png
Jorda Sanchis D.,ESP,1994-06-14,R,1,50,329,0,1,50,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,0,1,0,0,0,0,0,0,https://flagcdn.com/w320/es.png
Moro Canas A.,ESP,2000-12-07,R,1,25,209.25,1320.9166666666667,1,50,0,0,0,0,0,NA,NA,1,NA,NA,3,NA,NA,NA,0,1,0,0,0,0,0,0,https://flagcdn.com/w320/es.png
Topo M.,GER,2003-09-13,R,0,0,730.2,216207.2,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/de.png
Gigante M.,ITA,2002-01-04,L,1,33.33333333333333,141,12,1,50,0,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,1,0,https://flagcdn.com/w320/it.png
Sanchez Izquierdo N.,ESP,1999-03-15,R,0,0,260,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/es.png
Squire H.,GER,2000-09-27,R,1,25,200.25,575.5833333333334,1,50,0,0,0,NA,0,NA,NA,2,NA,NA,1,1,NA,NA,0,0,0,1,0,0,0,0,https://flagcdn.com/w320/de.png
Heide G.,BRA,2002-02-28,R,2,33.33333333333333,183.16666666666663,749.7666666666667,2,33.33333333333333,0,NA,0,NA,0,NA,NA,1,NA,NA,4,1,NA,NA,0,2,0,0,0,0,0,0,https://flagcdn.com/w320/br.png
Schoolkate T.,AUS,2001-02-26,R,2,25,266.25,54592.78571428572,0,NA,0,0,2,28.57142857142857,0,NA,NA,4,NA,NA,4,NA,NA,NA,0,0,0,2,0,0,0,0,https://flagcdn.com/w320/au.png
Fearnley J.,GBR,2001-07-15,R,3,42.857142857142854,172.42857142857142,9217.952380952382,0,NA,1,33.33333333333333,2,50,0,NA,NA,4,NA,NA,3,NA,NA,NA,0,1,0,2,0,0,0,0,https://flagcdn.com/w320/gb.png
Mccabe J.,USA,NA,NA,1,16.666666666666664,284.5,1059.9,0,NA,0,0,1,20,0,NA,NA,3,NA,NA,3,NA,NA,NA,0,0,0,1,0,0,0,0,https://flagcdn.com/w320/us.png
Hussey G.,GBR,1997-05-26,L,1,50,359,0,0,NA,1,50,0,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,0,1,0,0,0,0,0,0,https://flagcdn.com/w320/gb.png
Broom C.,GBR,1998-04-24,R,0,0,246.5,4.5,0,NA,0,0,0,NA,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/gb.png
Fery A.,GBR,2002-07-12,R,0,0,319,10368,0,NA,0,0,0,NA,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/gb.png
Bellucci M.,ITA,2001-06-01,L,6,37.5,120.875,599.7166666666667,0,0,0,0,6,42.857142857142854,0,NA,NA,5,NA,NA,6,3,2,NA,0,3,1,1,0,0,1,0,https://flagcdn.com/w320/it.png
Searle H.,GBR,2006-03-29,L,0,0,553.5,420.5,0,NA,0,0,0,NA,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/gb.png
Faria J.,POR,2003-08-06,R,1,25,170.5,4171,0,0,0,NA,1,50,0,NA,NA,2,NA,NA,2,NA,NA,NA,0,0,0,1,0,0,0,0,https://flagcdn.com/w320/pt.png
Droguet T.,FRA,2001-06-15,R,1,25,164.25,242.25,0,0,0,NA,1,33.33333333333333,0,NA,NA,2,NA,NA,2,NA,NA,NA,0,0,0,1,0,0,0,0,https://flagcdn.com/w320/fr.png
Hardt N.,DOM,2000-09-20,R,1,33.33333333333333,216.33333333333337,481.3333333333333,1,33.33333333333333,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,2,NA,NA,0,0,1,0,0,0,0,0,https://flagcdn.com/w320/do.png
Wong C.,ARU,1968-05-02,R,0,0,173.71428571428572,2101.904761904762,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/aw.png
Collarini A.,ARG,1992-01-31,L,0,0,237,1458,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/ar.png
Neumayer L.,AUT,2002-09-06,R,1,33.33333333333333,519.3333333333334,159160.33333333334,1,33.33333333333333,0,NA,0,NA,0,NA,NA,NA,NA,NA,3,NA,NA,NA,0,1,0,0,0,0,0,0,https://flagcdn.com/w320/at.png
Dodig M.,BIH,1987-11-08,NA,1,50,310,0,1,50,0,NA,0,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,0,1,0,0,0,0,0,0,https://flagcdn.com/w320/ba.png
Spizzirri E.,USA,2001-12-23,R,1,33.33333333333333,375.6666666666667,901.3333333333334,0,NA,1,50,0,0,0,NA,NA,1,NA,NA,2,NA,NA,NA,0,1,0,0,0,0,0,0,https://flagcdn.com/w320/us.png
Forbes M.,USA,2006-04-06,NA,0,0,1848,NA,0,NA,0,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/us.png
Zhou Y.,CHN,1983-06-11,NA,0,0,645,57196.5,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/cn.png
Gomez F.,ARG,1991-05-20,NA,1,25,212.5,10640.333333333334,0,0,0,NA,1,33.33333333333333,0,NA,NA,NA,NA,NA,4,NA,NA,NA,0,1,0,0,0,0,0,0,https://flagcdn.com/w320/ar.png
Bu Y.,NA,NA,NA,10,50,94.2,999.7473684210528,0,NA,0,NA,10,50,0,NA,NA,2,NA,NA,12,4,2,NA,0,7,3,0,0,0,0,0,https://flagcdn.com/w320/na.png
Engel J.,LUX,1982-07-27,NA,1,50,458,0,0,NA,0,NA,1,50,0,NA,NA,NA,NA,NA,2,NA,NA,NA,0,1,0,0,0,0,0,0,https://flagcdn.com/w320/lu.png
Blockx A.,BEL,2005-04-08,R,0,0,438.5,86112.5,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/be.png
Kym J.,SUI,2003-02-12,R,0,0,140,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/ch.png
Schwaerzler J.,AUT,2006-01-27,L,0,0,369.5,1012.5,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/at.png
Djuric B.,SRB,2005-02-10,R,0,0,781,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/rs.png
Basavareddy N.,USA,2005-05-02,R,3,50,129.5,125.5,0,NA,0,NA,3,50,0,NA,NA,1,NA,NA,5,NA,NA,NA,0,3,0,0,0,0,0,0,https://flagcdn.com/w320/us.png
Becroft I.,NZL,2000-10-29,R,0,0,980,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/nz.png
Onclin G.,BEL,2001-02-26,R,0,0,239,NA,0,NA,0,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/be.png
Dougaz A.,TUN,1997-03-26,L,0,0,233,8,0,0,0,NA,0,0,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/tn.png
Sanchez J.,ESP,1968-02-01,R,0,0,285,NA,0,NA,0,NA,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/es.png
Kulti N.,SWE,1971-04-22,R,0,0,205.4,17643.3,0,0,0,0,0,0,0,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/se.png
Stafford G.,RSA,1971-05-27,R,1,50,472,0,0,NA,0,NA,1,50,0,NA,NA,2,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,https://flagcdn.com/w320/za.png
Knowles M.,BAH,1971-09-04,R,0,0,233,72,0,NA,0,NA,0,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/bs.png
Szymanski J.,VEN,1975-09-15,R,0,0,167,NA,0,NA,0,NA,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/ve.png
Cortes J.,COL,1965-07-26,R,0,0,-1,NA,0,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/co.png
Wiltschnig H.,AUT,1975-11-21,R,1,25,236,5037.333333333333,1,25,0,NA,0,NA,0,NA,2,NA,2,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,https://flagcdn.com/w320/at.png
Garcia M.,ARG,1977-05-02,R,0,0,-1,0,0,0,0,0,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/ar.png
Fahlke A.,GER,1979-05-30,R,0,0,185,NA,0,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/de.png
Witt A.,USA,1976-03-21,R,0,0,498,NA,0,NA,0,0,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/us.png
Braasch K.,GER,1967-07-14,L,2,66.66666666666666,426,0,0,NA,2,66.66666666666666,0,NA,0,NA,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,0,0,https://flagcdn.com/w320/de.png
Arnold L.,NA,NA,NA,0,0,596,NA,0,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/na.png
Tiilikainen K.,FIN,1975-07-08,R,0,0,284,2,0,0,0,NA,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/fi.png
Miketa D.,CZE,1975-06-04,R,0,0,208,NA,0,0,0,NA,0,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/cz.png
Peschek D.,GER,1984-01-06,R,0,0,-1,NA,0,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/de.png
Trimmel C.,AUT,1978-06-08,R,0,0,191.5,0.5,0,0,0,NA,0,NA,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/at.png
Vasek R.,CZE,1972-09-23,R,0,0,470,NA,0,0,0,NA,0,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/cz.png
Cobolli S.,ITA,1977-03-02,R,0,0,400,NA,0,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://flagcdn.com/w320/it.png
